demand_id,publication_id,title,abstract,classifications_cpc,judgment
642378-2025,ES2424917A2,Sistema de aplicación de productos fitosanitarios adaptable,"Sistema de aplicación de productos fitosanitarios adaptable, que comprende al menos un primer dispositivo (1) de acercamiento horizontal, al menos un segundo dispositivo (2) de sujeción de las boquillas (5) de pulverización con al menos dos tramos (2.1, 2.2) basculantes entre sí para adaptarse a la forma del elemento a pulverizar y, al menos un tercer dispositivo (3) de aplicación del producto. El al menos un tercer dispositivo (3) puede estar formado por un mecanismo de pulverización hidroneumático que comprende un sistema de propulsión de aire (7) sobre una estructura soporte (4) y, al menos una conducción principal (8) conectada por un primer extremo (8.1) al sistema de propulsión de aire (7) y por un segundo extremo (8.2) a un elemento distribuidor (9) y una serie de conducciones secundarias (10) conectadas cada una de ellas por un primer extremo (10.1) al elemento distribuidor (9) y por un segundo extremo (10.2) a una boquilla (5) de pulverización.",A01M7/00; A01B73/06; A01C23/04,
642378-2025,ES2452726A1,"Sistema de edificación modular, prefabricada y desmontable","La presente invención se refiere a un sistema de edificación modular, prefabricada y desmontable, mediante el cual se realizan construcciones con formas curvas basadas en media esfera (forma de cúpula) y medio cilindro circular recto (forma de bóveda de cañón). No requiere mano de obra especializada ni medios mecánicos para su montaje, siendo un ejemplo de autoconstrucción. Se pueden conseguir multitud de configuraciones y por tanto de edificaciones y usos, por ejemplo: vivienda, refugio, cabaña, cobertizo, almacén, casa de campo o playa, oficina, guardería, centro de reuniones, suite de hotel o camping, etc.",E04B1/32,
642378-2025,ES2698701A1,SECADOR INTEGRAL DE CUERPO,"La presente invención describe un secador integral de cuerpo que incorpora un difusor (1) y una funda protectora (6) fija en un extremo superior de una columna (3) soporte, donde el difusor (1) aloja en su interior una turbina (6), una resistencia eléctrica (5) y un conducto con una tobera (2) para la salida del aire, y la columna (3) comprende un carril (4) para el deslizamiento del difusor (1), pudiendo el difusor (1) desplazarse a lo largo de la columna (3) de una forma a seleccionar entre eléctrica y manual para insuflar aire a lo largo de la longitud de la columna (3) y así proceder al secado de un usuario.",F26B3/04; A45D20/14; A47K10/48,
642378-2025,ES2253985A1,MAQUINA PARA SOTERRAR CONDUCCIONES HIDRAULICAS PARA JARDINERIA.,"Máquina para soterrar conducciones hidráulicas para jardinería, que consiste en un conjunto arrastrado por un tractor a través de un rulo pesado compactador situado en la parte posterior de un chasis longitudinal donde van montados correspondientes carretes de bobinado para tubería flexible, que al menos en número de tres vías paralelas y equidistadas, son localizadas, instaladas y soterradas, dichas tuberías, en correspondientes vías, producidos por otros tantos órganos de instalación que tienen medios de cavado y que son sucesiva y conjuntamente cerrados y compactados por el referido rulo de arrastre.",E02F5/102,
642378-2025,ES2374467A1,PROCESO CONSTRUCTIVO DE VIVIENDAS O EDIFICACIONES MODULARES CON PANELES PREFABRICADOS.,"La invención hace referencia a un proceso constructivo de viviendas o edificaciones modulares con paneles prefabricados de hormigón reforzados con fibra de vidrio aplicables para cerramiento externo o paredes de fachada y paredes de chapa tipo sándwich para cerramiento interno o paredes interiores. Estos combinan con estructuras metálicas para formar los cerramientos. Presenta la particularidad de contar con un sistema de anclaje de los paneles entre sí, a la losa de cimentación y a la cubierta. Todo el montaje del sistema se puede realizar en taller, planta de producción o instalación industrial ya que se realiza en seco con un montaje entre uniones mediante tornillería. La vivienda se puede montar dividida en diferentes partes y posteriormente elevarla y trasportarla.",E04B1/34321,
642378-2025,ES2537651A1,Sistema modular estandarizado para la construcción de centros sanitarios u hospitalarios,"La invención prevé la distribución de los distintos espacios del hospital de acuerdo con una serie de módulos de idéntica anchura que se disponen paralelamente entre dos pasillos, un pasillo de circulación técnica (PT) y un pasillo de circulación pública (PP), de modo que entre dichos dos pasillos se establecen los comentados módulos (M1-M2-M3) para zonas técnicas, mixtas y públicas, definiéndose tres zonas perfectamente diferenciadas y cuyo flujo de usuarios se ve optimizado. Los módulos se dividen longitudinalmente en sub-módulos con unas dimensiones preestablecidas de manera que las estancias destinadas a implantarse en su seno son proporcionales a dichas medidas, permitiendo múltiples distribuciones ajustándose a dichas medidas. Para ampliar el hospital solo es preciso alargar los comentados pasillos y añadir los módulos que sean necesarios, siendo fácilmente redistribuibles los módulos ya existentes si es necesario debido a su naturaleza modular.",E04H3/08; E04H1/005,
642378-2025,ES2365371A1,FOTORREACTOR PARA TRATAMIENTO DE AGUAS CONTAMINADAS.,"Un fotorreactor para tratamiento de aguas contaminadas que comprende un depósito (15) que a su vez comprende: un volumen de agua contaminada (14); un conducto de entrada (18) y otro de salida (19); al menos un elemento difusor de aire (16) situado en el fondo del depósito (15); al menos un módulo (112, 212) situado en el interior del depósito (15), que comprende unas estructuras (13, 23, 33, 43) que a su vez soportan a una pluralidad de elementos radiantes de luz (11, 21, 31, 41) en contacto con dicho volumen de agua contaminada (14), donde dichos elementos radiantes de luz (11, 21, 31, 41) están recubiertos de un catalizador configurado para activarse al impactar con el mismo la radiación luminosa radiada por dichos elementos radiantes de luz (11, 21, 31, 41). Los elementos radiantes de luz (11, 21, 31, 41) están dispuestos en planos paralelos horizontales con respecto a la línea de agua, y dicho al menos un elemento difusor de aire (16) está configurado para introducir burbujas de aire en dirección perpendicular a dichos planos horizontales, de forma que dichas burbujas de aire deben hacer un recorrido laberíntico al pasar entre los elementos radiantes de luz (11, 21, 31, 41), generando así turbulencia en dicho volumen de agua contaminada (14) y favoreciendo el contacto entre contaminante y catalizador.",B01J19/12; C02F1/325; C02F1/725; C02F1/74; C02F2305/10; C02F2201/322; C02F2301/024; C02F2201/3227,
642378-2025,ES2065820A2,SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES.,"SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES. EL SISTEMA ESTA BASADO EN LA UTILIZACION DE PANELES ARMADOS Y ALIGERADOS, MODULABLES EN VERTICAL, LOS CUALES SE POSTENSAN Y SE HORMIGONAN SUS JUNTAS PARA CONSEGUIR UN CONJUNTO MONOLITICO. CADA PANEL (1) INCLUYE INTERNAMENTE UN AISLANTE DE POLIESTILENO EXPANDIDO (2), AFECTATO TRANSVERSALMENTE DE PAREJAS DE ORIFICIOS (5) QUE RIGIDIZAN LAS CAPAS DE HORMIGON PERIMETRAL DEL PROPIO PANEL (1). EN CORRESPONDENCIA CON LA MODULACION SE HAN PREVISTO ORIFICIOS (4), MIENTRAS QUE PERIMETRALMENTE CUENTA CON UNA ACANALADURA (3) EN MEDIA CANA. LA DISPOSICION CONTIGUA DE PANELES IGUALES (1) PERMITE OBTENER PARAMENTOS DE CUALQUIER TIPO, APOYOS DIRECTOS DE FORJADOS, MUROS DE CONTENCION, ETC. Y SU UNION SE REALIZA MEDIANTE VARILLAS Y RELLENO DE MORTERO UBICADOS EN LOS ALOJAMIENTOS QUE CONFORMAN LOS ENFRENTAMIENTOS DE LAS ACANALADURAS (3) Y ORIFICIOS PREVISTOS AL EFECTO LONGITUDI NALMENTE EN LOS PROPIOS PANELES (1), EFECTUANDOSE EL POSTENSADO MEDIANTE VARILLAS PASANTES POR LOS ORIFICIOS (4), QUE SE APRIETAN MEDIANTE TUERCAS EXTREMAS ROSCADAS SOBRE LOS EXTREMOS.",,
642378-2025,ES2372073A1,SISTEMA DE CONSTRUCCIÓN MODULAR FLEXIBLE.,"Sistema de construcción modular flexible, en el cual se utilizan módulos (4), cada uno de los cuales comprende tres zonas funcionales paralelas, una de las cuales es una zona de pasillo (1), otra una zona de servicios (2) y la tercera una zona de espacio privado (3), formándose con dichos módulos (4) viviendas (5) consecutivas, de forma que la zona de servicios (2) determina un espacio hueco, en el cual se disponen repetidamente, en correspondencia con cada módulo (4), elementos de las instalaciones de servicios, los cuales se establecen en conexión con respectivas acometidas generales de suministro de los servicios a la construcción.",E04H1/04; E04B1/348; E04H1/005; E04B1/34815,
642378-2025,ES2116215A1,"ELECTROSONDA PARA MEDIR EL CONTENIDO DE HUMEDAD DEL SUELO Y LA COMPACTACION DEL MISMO, METODO DE MEDIDA CORRESPONDIENTE Y UTILIZACION DE DICHA ELECTROSONDA.","ELECTROSONDA PARA MEDIR EL CONTENIDO DE HUMEDAD DEL SUELO Y LA COMPACTACION DEL MISMO, METODO DE MEDIDA CORRESPONDIENTE Y UTILIZACION DE DICHA ELECTROSONDA. SE PROPORCIONA UNA SONDA PARA MEDIR POR MEDIO DE UN GEORESISTIMETRO LA RESISTIVIDAD ELECTRICA DEL SUELO EN SENTIDO VERTICAL. LA SONDA PREVISTA EN FORMA DE PICA TIENE PAREJAS DE ELECTRODOS EMISORES (5A-5A) Y RECEPTORES (5B-5B) MONTADOS AL REDEDOR DE UN TUBO (2) PARA GENERAR UNA SEÑAL ELECTRICA DE EXCITACION Y RECIBIR UNA SEÑAL ELECTRICA DE RETORNO QUE ES FUNCION DEL GRADO DE HUMEDAD DEL SUELO Y DE LA COMPACTACION DEL MISMO. LA ELECTROSONDA, ADEMAS DE SERVIR PARA REALIZAR PLANIMETRIAS DE LOS GRADOS DE HUMEDAD DEL SUELO Y DE SU COMPACTACION POR LAS ACCIONES DE LABOREO SEL MISMO, PUEDE UTILIZARSE PARA GENERAR UNA SEÑAL DE CONTROL, PARA GOBIERNO AUTOMATICO DE UNA INSTALACION DE RIEGO.",,
642378-2025,ES2532132A1,Sistema vestible para interacción con entornos remotos mediante información gestual y sensaciones táctiles y procedimiento de uso,"Sistema vestible para interacción con entornos remotos mediante información gestual y sensaciones táctiles y procedimiento de uso. La presente invención consiste en un sistema vestible (1) que interactúa con un sistema remoto (2) intercambiando información gestual y sensaciones táctiles. El sistema vestible (1) envía información gestual que aporta un usuario humano (3) a través de un traje háptico de captura de movimiento (4) y guantes hápticos de datos (5). El sistema remoto (2) es estimulado por la información gestual recibida y envía al sistema vestible (1) sensaciones táctiles relacionadas a la reacción ante dichos estímulos. El sistema vestible (1) puede utilizarse para tareas de operación remota de máquinas (9) como manipuladores, vehículos autónomos o simuladores de realidad virtual (10). También puede aplicarse en el análisis de procedimientos de rehabilitación. Adicionalmente, dos o más sistemas vestibles (1) pueden utilizarse para complementar la interacción social a distancia entre dos o más usuarios humanos (3).",A61B5/103,
642378-2025,ES2257162A1,SISTEMA DE RIEGO EN VIVIENDAS POR CONDENSACION MEDIANTE EFECTO PELTIER.,"Sistema de riego en viviendas por condensación mediante efecto Peltier. Se aprovecha el agua que se produce por la condensación de la propia humedad del aire, al pasar por una superficie fría. Esta superficie fría se consigue mediante un módulo eléctrico de efecto Peltier (4). El aire ambiente es forzado, mediante un ventilador (3), a pasar a través de las aletas de un intercambiador y que al enfriarse, cede su carga de agua. Esta agua cae a un depósito (6) situado en la parte inferior del aparato a través de un plano inclinado (8), cuyos componentes sujeta el chasis (2). Este aparato se coloca en un punto elevado de la vivienda y por diferencia de alturas, el agua se distribuye por unos conductos hasta llegar a los goteros que riegan las plantas. Es un sistema automático y está especialmente indicado para regar las plantas en períodos de ausencia.",A01G25/00; A01G27/00; F25B21/02,
642378-2025,ES2303457A1,SISTEMA CONSTRUCTIVO.,"Sistema constructivo que tiene un módulo de vivienda, módulo de cubierta, módulo de terraza, módulo de fachada, edificación y útil de elevación para constituir una edificación a partir de los módulos. El módulo de vivienda (3) tiene una solera (31), un techo (34T) y pilares entre la solera (31) y el techo (34T). Los pilares tienen embebida una pieza polivalente (32) que sirve para apilar un módulo sobre otro. El módulo de cubierta corona la edificación, mientras que el módulo de terraza (359) y el módulo de fachada (310) pueden ser colocados en zonas periféricas de la edificación. El útil de elevación sirve para transportar y colocar el módulo de vivienda (3) en la ubicación deseada para completar una edificación.",B66C1/666; E04B1/343; E04B1/348; E04G21/142; E04B1/34823,
642378-2025,ES2037587A2,INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS.,"INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS. PARTIENDO DE UNA INSTALACION CON CONTADORES DE CONSUMO DE FLUIDO CON UN CAPTADOR, CONECTADOS PERMANENTEMENTE CON CONCENTRADORES PRIMARIOS A LOS QUE TRANSMITEN IMPULSOS DE LECTURA, SE HACE QUE DICHA INSTALACION COMPRENDA ADEMAS CONCENTRADORES SECUNDARIOS Y CONCENTRADORES TERCIARIOS, QUE CADA CONCENTRADOR PRIMARIO ESTE CONECTADO PERMANENTEMENTE CON UNO DE LOS CONCENTRADORES SECUNDARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS DE LECTURA Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR SECUNDARIO, Y QUE CADA CONCENTRADOR SECUNDARIO ESTE CONECTADO CON EL CONCENTRADOR TERCIARIO O CON UNO DE LOS CONCENTRADORES TERCIARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR TERCIARIO. LA INVENCION SE APLICA A REDES DE FLUIDOS PARA CENTRALIZAR SU CONTROL.",,
